1361336869 2013-02-20 00:07 100
1361337763 2013-02-20 00:22 94
1361338668 2013-02-20 00:37 93
1361339571 2013-02-20 00:52 100
1361340465 2013-02-20 01:07 97
1361341372 2013-02-20 01:22 100
1361342267 2013-02-20 01:37 100
1361343162 2013-02-20 01:52 100
1361344057 2013-02-20 02:07 100
1361344951 2013-02-20 02:22 100
1361345845 2013-02-20 02:37 95
1361346750 2013-02-20 02:52 100
1361347647 2013-02-20 03:07 98
1361348552 2013-02-20 03:22 100
1361349447 2013-02-20 03:37 100
1361350341 2013-02-20 03:52 99
1361351246 2013-02-20 04:07 100
1361352142 2013-02-20 04:22 100
1361353036 2013-02-20 04:37 100
1361353933 2013-02-20 04:52 93
1361354839 2013-02-20 05:07 100
1361355735 2013-02-20 05:22 100
1361356632 2013-02-20 05:37 100
1361357527 2013-02-20 05:52 100
1361358422 2013-02-20 06:07 96
1361359325 2013-02-20 06:22 100
1361360220 2013-02-20 06:37 89
1361361124 2013-02-20 06:52 100
1361362019 2013-02-20 07:06 100
1361362915 2013-02-20 07:21 100
1361363810 2013-02-20 07:36 96
1361364714 2013-02-20 07:51 100
1361365609 2013-02-20 08:06 94
1361366513 2013-02-20 08:21 93
1361367417 2013-02-20 08:36 94
1361368320 2013-02-20 08:52 99
1361369224 2013-02-20 09:07 95
1361370129 2013-02-20 09:22 100
1361371025 2013-02-20 09:37 99
1361371930 2013-02-20 09:52 100
1361372825 2013-02-20 10:07 100
1361373720 2013-02-20 10:22 97
1361374625 2013-02-20 10:37 92
1361375530 2013-02-20 10:52 97
1361376435 2013-02-20 11:07 99
1361377340 2013-02-20 11:22 99
1361378244 2013-02-20 11:37 99
1361379148 2013-02-20 11:52 87
1361380051 2013-02-20 12:07 89
1361380959 2013-02-20 12:22 93
1361381864 2013-02-20 12:37 93
1361382767 2013-02-20 12:52 82
1361383676 2013-02-20 13:07 60
1361384580 2013-02-20 13:23 99
1361385484 2013-02-20 13:38 93
1361386388 2013-02-20 13:53 100
1361387283 2013-02-20 14:08 91
1361388208 2013-02-20 14:23 73
1361389112 2013-02-20 14:38 100
1361390008 2013-02-20 14:53 100
1361390906 2013-02-20 15:08 99
1361391812 2013-02-20 15:23 100
1361392708 2013-02-20 15:38 91
1361393612 2013-02-20 15:53 97
1361394516 2013-02-20 16:08 81
1361395420 2013-02-20 16:23 100
1361396315 2013-02-20 16:38 100
1361397210 2013-02-20 16:53 96
1361398118 2013-02-20 17:08 96
1361399022 2013-02-20 17:23 100
1361399917 2013-02-20 17:38 73
1361400821 2013-02-20 17:53 100
1361401716 2013-02-20 18:08 100
1361402611 2013-02-20 18:23 98
