1374984380 2013-07-28 00:06 100
1374985274 2013-07-28 00:21 100
1374986167 2013-07-28 00:36 100
1374987060 2013-07-28 00:51 100
1374987953 2013-07-28 01:05 99
1374988858 2013-07-28 01:20 100
1374989751 2013-07-28 01:35 100
1374990644 2013-07-28 01:50 100
1374991537 2013-07-28 02:05 100
1374992431 2013-07-28 02:20 100
1374993324 2013-07-28 02:35 100
1374994217 2013-07-28 02:50 100
1374995110 2013-07-28 03:05 100
1374996003 2013-07-28 03:20 100
1374996899 2013-07-28 03:34 100
1374997793 2013-07-28 03:49 100
1374998686 2013-07-28 04:04 100
1374999579 2013-07-28 04:19 100
1375000472 2013-07-28 04:34 100
1375001366 2013-07-28 04:49 100
1375002259 2013-07-28 05:04 100
1375003152 2013-07-28 05:19 100
1375004045 2013-07-28 05:34 100
1375004938 2013-07-28 05:48 100
1375005832 2013-07-28 06:03 100
1375006725 2013-07-28 06:18 100
1375007618 2013-07-28 06:33 100
1375008511 2013-07-28 06:48 100
1375009405 2013-07-28 07:03 99
1375010298 2013-07-28 07:18 100
1375011191 2013-07-28 07:33 100
1375012085 2013-07-28 07:48 100
1375012979 2013-07-28 08:02 100
1375013873 2013-07-28 08:17 100
1375014766 2013-07-28 08:32 100
1375015659 2013-07-28 08:47 100
1375016553 2013-07-28 09:02 100
1375017446 2013-07-28 09:17 100
1375018340 2013-07-28 09:32 100
1375019233 2013-07-28 09:47 99
1375020135 2013-07-28 10:02 100
1375021029 2013-07-28 10:17 99
1375021931 2013-07-28 10:32 100
1375022824 2013-07-28 10:47 100
1375023718 2013-07-28 11:01 100
1375024611 2013-07-28 11:16 99
1375025514 2013-07-28 11:31 100
1375026408 2013-07-28 11:46 100
1375027302 2013-07-28 12:01 100
1375028195 2013-07-28 12:16 100
1375029089 2013-07-28 12:31 100
1375029982 2013-07-28 12:46 100
1375030875 2013-07-28 13:01 100
1375031769 2013-07-28 13:16 100
1375032662 2013-07-28 13:31 100
1375033557 2013-07-28 13:45 99
1375034460 2013-07-28 14:01 100
1375035354 2013-07-28 14:15 100
1375036247 2013-07-28 14:30 100
1375037140 2013-07-28 14:45 100
1375038033 2013-07-28 15:00 100
1375038927 2013-07-28 15:15 100
1375039820 2013-07-28 15:30 100
1375040713 2013-07-28 15:45 100
1375041606 2013-07-28 16:00 100
1375042500 2013-07-28 16:15 100
